root_id,classification_system,cell_type,num_synapses,softmax_threshold,ratio_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA,ACh,Glut,Oct,Ser,DA,Unknown
720575940635564896,cell_type,DNg08_a,1280,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940625376062,cell_type,DNg08_a,1577,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940637667443,cell_type,DNg08_a,762,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940626732776,cell_type,DNg08_a,1165,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940616401467,cell_type,DNg08_a,658,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940636761926,cell_type,DNg08_a,1490,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940628252751,cell_type,DNg07,2047,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,True,False
720575940625426469,cell_type,DNg07,903,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940626027752,cell_type,DNg07,1913,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940611308181,cell_type,DNg07,1658,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940639539840,cell_type,DNg07,1122,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940626745987,cell_type,DNg07,1577,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,True,False
720575940621572890,cell_type,DNg07,531,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940612429714,cell_type,DNg07,1283,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,True,False
720575940629956695,cell_type,DNg07,1520,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940626729295,cell_type,DNg07,2273,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,False,False
720575940621339713,cell_type,DNg07,514,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940612288947,cell_type,DNg07,1839,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940647478148,cell_type,DNg07,419,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940614181585,cell_type,DNg07,706,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940644801060,cell_type,DNg07,1464,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940615453182,cell_type,DNg07,890,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940635222640,cell_type,DNg06_b,529,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940610863310,cell_type,DNg02_a,617,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940622925972,cell_type,DNg01_a,421,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940628582607,cell_type,DNg01_b,596,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940621325034,cell_type,DNg04,1933,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940643817888,cell_type,DNg04,1289,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940624082931,cell_type,DNg04,1202,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940624968013,cell_type,DNg04,941,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940626278129,cell_type,DNg02_f,407,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940622910188,cell_type,DNg02_f,420,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940609589443,cell_type,DNg05_a,1238,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,False,False
720575940627731176,cell_type,DNg05_a,1892,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
