root_id,classification_system,cell_type,num_synapses
720575940639205821,cell_class,AN,7684
720575940618238635,cell_class,AN,12103
720575940631095289,cell_class,AN,8352
720575940630300434,cell_class,AN,4415
720575940618014528,cell_class,AN,12402
720575940638155497,cell_class,AN,1482
720575940628083516,cell_class,AN,9957
720575940620245718,cell_class,AN,1040
720575940623008550,cell_class,AN,1199
720575940617871394,cell_class,AN,3370
720575940615411161,cell_class,AN,1882
720575940632847661,cell_class,AN,44711
720575940630521931,cell_class,AN,4218
720575940617625413,cell_class,AN,1749
720575940610275192,cell_class,AN,5400
720575940608655883,cell_class,AN,769
720575940623743892,cell_class,AN,4594
720575940627372165,cell_class,AN,1920
720575940621553348,cell_class,AN,8909
720575940622707592,cell_class,AN,3012
720575940629312768,cell_class,AN,3037
720575940619973134,cell_class,AN,969
720575940612409059,cell_class,AN,7643
720575940620833901,cell_class,AN,14080
720575940638700707,cell_class,AN,6080
720575940633416604,cell_class,AN,7012
720575940645007748,cell_class,AN,665
720575940616832901,cell_class,AN,2120
720575940616224576,cell_class,AN,1099
720575940635206763,cell_class,AN,776
720575940618192694,cell_class,AN,4175
720575940660211841,cell_class,AN,1096
720575940611514282,cell_class,AN,1779
720575940618907376,cell_class,AN,1899
720575940623529354,cell_class,AN,1472
720575940627410042,cell_class,AN,3965
720575940616824197,cell_class,AN,1625
720575940616824709,cell_class,AN,1188
720575940616824965,cell_class,AN,1718
720575940642468644,cell_class,AN,756
720575940619655814,cell_class,AN,2650
720575940611373169,cell_class,AN,1630
720575940616831877,cell_class,AN,1532
720575940615637334,cell_class,AN,1922
720575940613771666,cell_class,AN,11901
720575940629044854,cell_class,AN,8538
720575940616833669,cell_class,AN,5501
720575940607403275,cell_class,AN,1904
720575940659063169,cell_class,AN,15002
720575940633430112,cell_class,AN,3625
720575940616836485,cell_class,AN,1946
720575940616838789,cell_class,AN,1775
720575940627744143,cell_class,AN,1324
720575940636004975,cell_class,AN,5754
720575940616858501,cell_class,AN,941
720575940614519775,cell_class,AN,5657
720575940637309924,cell_class,AN,1094
720575940622399783,cell_class,AN,515
720575940641679501,cell_class,AN,1521
720575940626727301,cell_class,AN,10705
720575940617492939,cell_class,AN,598
720575940617610837,cell_class,AN,585
720575940629087682,cell_class,AN,857
720575940627631360,cell_class,AN,3387
720575940617876455,cell_class,AN,656
720575940612586905,cell_class,AN,3450
720575940617997716,cell_class,AN,5906
720575940614607675,cell_class,AN,919
720575940618202539,cell_class,AN,432
720575940623371920,cell_class,AN,655
720575940625063694,cell_class,AN,952
720575940619487425,cell_class,AN,6784
720575940635164779,cell_class,AN,6134
720575940614153937,cell_class,AN,3134
720575940610244266,cell_class,AN,8873
720575940625941762,cell_class,AN,7140
720575940643552366,cell_class,AN,2653
720575940635487845,cell_class,AN,2177
720575940629247682,cell_class,AN,15566
720575940603792486,cell_class,AN,614
720575940628686423,cell_class,AN,912
720575940613175215,cell_class,AN,2961
720575940629748606,cell_class,AN,3821
720575940619625703,cell_class,AN,738
720575940619818876,cell_class,AN,671
720575940624311369,cell_class,AN,1255
720575940627417064,cell_class,AN,3225
720575940623778229,cell_class,AN,1118
720575940624352747,cell_class,AN,1269
720575940629202114,cell_class,AN,3864
720575940603453542,cell_class,AN,724
720575940631004202,cell_class,AN,3783
720575940605256894,cell_class,AN,1227
720575940622118566,cell_class,AN,1552
720575940623452540,cell_class,AN,900
720575940615706018,cell_class,AN,1031
720575940640773491,cell_class,AN,1141
720575940612306786,cell_class,AN,4305
720575940639245631,cell_class,AN,1684
720575940617109004,cell_class,AN,5230
720575940628400650,cell_class,AN,7825
720575940620665816,cell_class,AN,894
720575940603767473,cell_class,AN,2158
720575940624012981,cell_class,AN,2926
720575940617936641,cell_class,AN,7701
720575940619421311,cell_class,AN,1200
720575940614513662,cell_class,AN,1233
720575940626622339,cell_class,AN,2812
720575940618057921,cell_class,AN,601
720575940620275677,cell_class,AN,738
720575940602337504,cell_class,AN,5898
720575940636008559,cell_class,AN,1583
720575940603765937,cell_class,AN,1339
